SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS,IUCN,IUCN_fact,IUCN_bin,IUCN_cr.en_1,taxonid,scientific_name,kingdom,phylum,class,order,family,genus,category,population_trend,marine_system,freshwater_system,terrestrial_system
Circus cyaneus,0.009323938,533,26,14,LC,1,0,0,22727733,Circus cyaneus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Circus,LC,Decreasing,FALSE,TRUE,TRUE
Circus spilonotus,0,0,0,9,LC,1,0,0,61709141,Circus spilonotus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Circus,LC,Stable,TRUE,TRUE,TRUE
Cisticola juncidis,0.019735992,930,0,10,LC,1,0,0,22713491,Cisticola juncidis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CISTICOLIDAE,Cisticola,LC,Increasing,TRUE,TRUE,TRUE
Clytorhynchus vitiensis,0.004655674,72,0,6,LC,1,0,0,22707216,Clytorhynchus vitiensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Clytorhynchus,LC,Decreasing,FALSE,FALSE,TRUE
Coccothraustes coccothraustes,0.007661108,71,18,7,LC,1,0,0,22720681,Coccothraustes coccothraustes,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Coccothraustes,LC,Increasing,FALSE,FALSE,TRUE
Coccyzus americanus,0.006151343,4492,82,42,LC,1,0,0,22684331,Coccyzus americanus,ANIMALIA,CHORDATA,AVES,CUCULIFORMES,CUCULIDAE,Coccyzus,LC,Decreasing,FALSE,FALSE,TRUE
Coereba flaveola,0.030141417,57095,0,72,LC,1,0,0,22722080,Coereba flaveola,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Coereba,LC,Decreasing,FALSE,FALSE,TRUE
Colaptes auratus,0.014844928,325,14,8,LC,1,0,0,22726404,Colaptes auratus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Colaptes,LC,Decreasing,FALSE,FALSE,TRUE
Collocalia elaphra,0,0,16,6,VU,3,1,0,22686507,Aerodramus elaphrus,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aerodramus,VU,Stable,FALSE,TRUE,TRUE
Collocalia esculenta,0.048545689,14945,874,42,LC,1,0,0,22686495,Collocalia esculenta,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Collocalia,LC,Stable,FALSE,FALSE,TRUE
Collocalia linchi,0.007945258,172,20,9,LC,1,0,0,22686498,Collocalia linchi,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Collocalia,LC,Decreasing,FALSE,FALSE,TRUE
Collocalia maxima,0.004241115,2374,290,38,LC,1,0,0,22686610,Aerodramus maximus,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aerodramus,LC,Decreasing,FALSE,FALSE,TRUE
Collocalia salangana,0.018658941,411,70,12,LC,1,0,0,22686558,Aerodramus salangana,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aerodramus,LC,Decreasing,FALSE,FALSE,TRUE
Colluricincla harmonica,0.023326924,660,0,8,LC,1,0,0,22705561,Colluricincla harmonica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PACHYCEPHALIDAE,Colluricincla,LC,Decreasing,FALSE,FALSE,TRUE
Colluricincla megarhyncha,0.036468062,70104,2032,175,LC,1,0,0,22705547,Colluricincla megarhyncha,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PACHYCEPHALIDAE,Colluricincla,LC,Stable,FALSE,FALSE,TRUE
Colonia colonus,0.047787152,7292,0,18,LC,1,0,0,22700318,Colonia colonus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Colonia,LC,Stable,FALSE,FALSE,TRUE
Columba bollii,0.000342,6,0,7,LC,1,0,0,22690117,Columba bollii,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,LC,Increasing,FALSE,FALSE,TRUE
Columba livia,0.001678836,3200,856,66,LC,1,0,0,22690066,Columba livia,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,LC,Decreasing,FALSE,FALSE,TRUE
Columba palumbus,0.001880075,181,0,18,LC,1,0,0,22690103,Columba palumbus,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,LC,Increasing,FALSE,FALSE,TRUE
Columbina passerina,0.003829314,54,0,6,LC,1,0,0,22690774,Columbina passerina,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columbina,LC,Stable,FALSE,FALSE,TRUE
Conopophaga aurita,0.054379702,1923,0,9,LC,1,0,0,103660322,Conopophaga aurita,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CONOPOPHAGIDAE,Conopophaga,LC,Decreasing,FALSE,FALSE,TRUE
Conopophaga lineata,0.035376983,901,16,9,LC,1,0,0,22734381,Conopophaga lineata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CONOPOPHAGIDAE,Conopophaga,LC,Stable,FALSE,FALSE,TRUE
Conopophaga melanops,0.013192679,272,0,7,LC,1,0,0,22703415,Conopophaga melanops,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CONOPOPHAGIDAE,Conopophaga,LC,Stable,FALSE,TRUE,TRUE
Copsychus saularis,0.034464437,18949,0,32,LC,1,0,0,103893432,Copsychus saularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Copsychus,LC,Stable,FALSE,TRUE,TRUE
Corvus cryptoleucus,0.006630766,88,60,11,LC,1,0,0,22706055,Corvus cryptoleucus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,LC,Stable,FALSE,FALSE,TRUE
Corvus macrorhynchos,0.004343686,103408,1648,210,LC,1,0,0,103727590,Corvus macrorhynchos,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,LC,Stable,TRUE,TRUE,TRUE
Corvus splendens,0.002460722,11517,0,91,LC,1,0,0,22705938,Corvus splendens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,LC,Stable,FALSE,FALSE,TRUE
Coryphospingus cucullatus,0.003463494,46,0,6,LC,1,0,0,22723051,Coryphospingus cucullatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Coryphospingus,LC,Stable,FALSE,FALSE,TRUE
Coturnicops noveboracensis,0.004175097,384,0,19,LC,1,0,0,22692275,Coturnicops noveboracensis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Coturnicops,LC,Decreasing,FALSE,TRUE,TRUE
Crax rubra,0.01299403,114,10,6,VU,3,1,0,22678521,Crax rubra,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Crax,VU,Decreasing,FALSE,FALSE,TRUE
Crossoptilon auritum,0.005905512,70,0,6,LC,1,0,0,22679307,Crossoptilon auritum,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,LC,Stable,FALSE,FALSE,TRUE
Crossoptilon crossoptilon,0.007665037,174,0,8,NT,2,0,0,22679292,Crossoptilon crossoptilon,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,NT,Decreasing,FALSE,FALSE,TRUE
Crossoptilon harmani,0.012164495,208,0,7,NT,2,0,0,22679287,Crossoptilon harmani,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,NT,Decreasing,FALSE,FALSE,TRUE
Crossoptilon mantchuricum,0.006366652,74,0,6,VU,3,1,0,22679299,Crossoptilon mantchuricum,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,VU,Decreasing,FALSE,FALSE,TRUE
Crypturellus soui,0.046829881,746,0,6,LC,1,0,0,22678169,Crypturellus soui,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,TINAMIDAE,Crypturellus,LC,Decreasing,FALSE,FALSE,TRUE
Cuculus canorus,0.005089059,20,12,7,LC,1,0,0,22683873,Cuculus canorus,ANIMALIA,CHORDATA,AVES,CUCULIFORMES,CUCULIDAE,Cuculus,LC,Decreasing,FALSE,TRUE,TRUE
Culicicapa ceylonensis,0.004234307,419,0,15,LC,1,0,0,22709596,Culicicapa ceylonensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STENOSTIRIDAE,Culicicapa,LC,Stable,FALSE,FALSE,TRUE
Cyanerpes caeruleus,0.010068481,7576,140,41,LC,1,0,0,22723009,Cyanerpes caeruleus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Cyanerpes,LC,Decreasing,FALSE,FALSE,TRUE
Cyanocitta stelleri,0.003026962,2799,0,43,LC,1,0,0,22705614,Cyanocitta stelleri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocitta,LC,Increasing,FALSE,FALSE,TRUE
Cyanocorax chrysops,0.007235437,105,0,6,LC,1,0,0,22705729,Cyanocorax chrysops,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocorax,LC,Decreasing,FALSE,FALSE,TRUE
Cyanocorax yncas,0.035054277,520,0,6,LC,1,0,0,22705738,Cyanocorax yncas,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanocorax,LC,Increasing,FALSE,FALSE,TRUE
Cyanoliseus patagonus,0.004971179,31507,316,159,LC,1,0,0,22685779,Cyanoliseus patagonus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Cyanoliseus,LC,Decreasing,FALSE,FALSE,TRUE
Cyanopica cyanus,0.007299839,66180,0,128,LC,1,0,0,103721987,Cyanopica cyanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Cyanopica,LC,Increasing,FALSE,FALSE,TRUE
Cyanopsitta spixii,0.005092949,90,14,8,CR,5,1,1,22685533,Cyanopsitta spixii,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Cyanopsitta,EW,NA,FALSE,FALSE,TRUE
Cyanoramphus auriceps,0.001928718,8,18,6,NT,2,0,0,22685175,Cyanoramphus auriceps,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Cyanoramphus,NT,Decreasing,FALSE,FALSE,TRUE
Cygnus atratus,0.003980355,7,22,6,LC,1,0,0,22679843,Cygnus atratus,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cygnus,LC,Stable,TRUE,TRUE,TRUE
Cymbilaimus lineatus,0.015122756,18774,100,51,LC,1,0,0,22701223,Cymbilaimus lineatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cymbilaimus,LC,Decreasing,FALSE,FALSE,TRUE
Cyornis hainanus,0.005436213,413,0,13,LC,1,0,0,22709514,Cyornis hainanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cyornis,LC,Decreasing,FALSE,FALSE,TRUE
Cyornis pallipes,0.00072,21,0,8,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyornis rubeculoides,0.019403676,846,0,10,LC,1,0,0,103761873,Cyornis rubeculoides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cyornis,LC,Stable,FALSE,FALSE,TRUE
Cypsiurus balasiensis,0.002697928,25,8,7,LC,1,0,0,22686769,Cypsiurus balasiensis,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Cypsiurus,LC,Stable,FALSE,TRUE,TRUE
Daphoenositta chrysoptera,0.037282044,594,0,6,LC,1,0,0,103691540,Daphoenositta chrysoptera,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NEOSITTIDAE,Daphoenositta,LC,Decreasing,FALSE,FALSE,TRUE
Dendragapus fuliginosus,0.000233,72,0,25,LC,1,0,0,22734695,Dendragapus fuliginosus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Dendragapus,LC,Stable,FALSE,FALSE,TRUE
Dendrexetastes rufigula,0.010382784,2574,0,23,LC,1,0,0,22703052,Dendrexetastes rufigula,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrexetastes,LC,Stable,FALSE,TRUE,TRUE
Dendrocincla fuliginosa,0.037756972,1180403,2024,257,LC,1,0,0,22703010,Dendrocincla fuliginosa,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocincla,LC,Decreasing,FALSE,FALSE,TRUE
Dendrocincla merula,0.026414975,395,0,6,LC,1,0,0,22703023,Dendrocincla merula,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocincla,LC,Decreasing,FALSE,TRUE,TRUE
Dendrocincla turdina,0.016451575,337,0,7,LC,1,0,0,22703015,Dendrocincla turdina,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocincla,LC,Decreasing,FALSE,FALSE,TRUE
Dendrocolaptes certhia,0.015786415,15518,0,45,LC,1,0,0,22703079,Dendrocolaptes certhia,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocolaptes,LC,Stable,FALSE,FALSE,TRUE
Dendrocolaptes picumnus,0.046767225,456,10,6,LC,1,0,0,22703089,Dendrocolaptes picumnus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocolaptes,LC,Decreasing,FALSE,FALSE,TRUE
Dendrocolaptes platyrostris,0.004464377,2309,0,33,LC,1,0,0,22703092,Dendrocolaptes platyrostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocolaptes,LC,Stable,FALSE,FALSE,TRUE
Dendrocolaptes sanctithomae,0.002535962,92,0,9,LC,1,0,0,103661292,Dendrocolaptes sanctithomae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocolaptes,LC,Decreasing,FALSE,FALSE,TRUE
Dendrocopos leucotos,0.003933943,166,20,11,LC,1,0,0,22727124,Dendrocopos leucotos,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dendrocopos,LC,Decreasing,FALSE,TRUE,TRUE
Dendrocopos macei,0.038862904,185,16,6,LC,1,0,0,22726376,Dendrocopos macei,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dendrocopos,LC,Stable,FALSE,TRUE,TRUE
Dendrocopos major,0.005475264,1618,0,26,LC,1,0,0,22681124,Dendrocopos major,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Dendrocopos,LC,Increasing,FALSE,FALSE,TRUE
Dendroica coronata,0.019595259,458,0,7,LC,1,0,0,103798425,Setophaga coronata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Setophaga,LC,Unknown,FALSE,FALSE,TRUE
Dendroplex kienerii,0.000608,116,0,21,NT,2,0,0,22703103,Dendroplex kienerii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendroplex,NT,Decreasing,FALSE,TRUE,TRUE
Dendroplex picus,0.016730289,251,0,6,LC,1,0,0,22703095,Dendroplex picus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Dendroplex,LC,Decreasing,FALSE,TRUE,TRUE
Dicaeum trigonostigma,0.023258799,1380,0,11,LC,1,0,0,22717519,Dicaeum trigonostigma,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,LC,Stable,FALSE,FALSE,TRUE
Drymophila devillei,0.01413553,289,0,11,LC,1,0,0,22701629,Drymophila devillei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,LC,Decreasing,FALSE,FALSE,TRUE
Elanoides forficatus,0.016854227,235,16,9,LC,1,0,0,22695017,Elanoides forficatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Elanoides,LC,Increasing,FALSE,FALSE,TRUE
Eleoscytalopus indigoticus,0.018164148,93,0,6,NT,2,0,0,22703546,Eleoscytalopus indigoticus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Eleoscytalopus,NT,Decreasing,FALSE,FALSE,TRUE
Emberiza cioides,0.001224165,34,0,8,LC,1,0,0,22720902,Emberiza cioides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,FALSE,TRUE
Emberiza citrinella,0.002470948,49,32,10,LC,1,0,0,22720878,Emberiza citrinella,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Decreasing,FALSE,FALSE,TRUE
Emberiza elegans,0.009640252,695,0,15,LC,1,0,0,22720963,Emberiza elegans,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,TRUE,TRUE
Emberiza fucata,0.057220632,1023,0,7,LC,1,0,0,22720951,Emberiza fucata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,TRUE,TRUE
Emberiza godlewskii,0.024824841,1296,0,12,LC,1,0,0,22720899,Emberiza godlewskii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,FALSE,TRUE
Emberiza hortulana,0.002619616,28,0,6,LC,1,0,0,22720916,Emberiza hortulana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Decreasing,FALSE,FALSE,TRUE
Emberiza pallasi,0.001947412,32,24,8,LC,1,0,0,22721007,Emberiza pallasi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,TRUE,TRUE
Emberiza pusilla,0.01675648,258,12,7,LC,1,0,0,22720954,Emberiza pusilla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,FALSE,TRUE
Emberiza rustica,0.014020404,1507,0,16,VU,3,1,0,22720960,Emberiza rustica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,VU,Decreasing,FALSE,TRUE,TRUE
Emberiza rutila,0.003450656,48,0,6,LC,1,0,0,22720969,Emberiza rutila,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,FALSE,TRUE
Emberiza schoeniclus,0.003666478,334,252,25,LC,1,0,0,22721012,Emberiza schoeniclus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Decreasing,FALSE,TRUE,TRUE
Emberiza spodocephala,0.005772692,261,14,12,LC,1,0,0,103768039,Emberiza spodocephala,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,TRUE,TRUE
Emberiza tahapisi,0.020823949,354,0,7,LC,1,0,0,103767669,Emberiza tahapisi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,FALSE,TRUE
Emberiza tristrami,0.002314887,44,0,7,LC,1,0,0,22720948,Emberiza tristrami,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Stable,FALSE,FALSE,TRUE
Empidonax alnorum,0.002891596,14490,804,137,LC,1,0,0,22699845,Empidonax alnorum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Empidonax,LC,Decreasing,FALSE,TRUE,TRUE
Empidonax traillii,0.003399804,16276,552,95,LC,1,0,0,22699848,Empidonax traillii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Empidonax,LC,Decreasing,FALSE,TRUE,TRUE
Eopsaltria australis,0.030475984,20078,0,35,LC,1,0,0,22704849,Eopsaltria australis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PETROICIDAE,Eopsaltria,LC,Increasing,FALSE,FALSE,TRUE
Epinecrophylla fulviventris,0.002183411,61,0,8,LC,1,0,0,22701469,Epinecrophylla fulviventris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,LC,Decreasing,FALSE,FALSE,TRUE
Epinecrophylla leucophthalma,0.017500438,288,48,11,LC,1,0,0,22701474,Epinecrophylla leucophthalma,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,LC,Decreasing,FALSE,FALSE,TRUE
Eremophila alpestris,0.014462449,7588,0,35,LC,1,0,0,22717434,Eremophila alpestris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Eremophila,LC,Decreasing,TRUE,FALSE,TRUE
Eremopterix nigriceps,0.022724753,288,0,6,LC,1,0,0,22717222,Eremopterix nigriceps,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Eremopterix,LC,Increasing,FALSE,FALSE,TRUE
Ergaticus ruber,0.002993954,7429,0,77,LC,1,0,0,22721888,Cardellina rubra,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Cardellina,LC,Decreasing,FALSE,FALSE,TRUE
Ergaticus versicolor,0.001235665,22,0,7,VU,3,1,0,22721891,Cardellina versicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Cardellina,LC,Decreasing,FALSE,FALSE,TRUE
Erithacus akahige,0.004436186,3310,0,39,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erithacus komadori,0.021392746,603,0,8,NT,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erithacus rubecula,0.016935645,157071,292,147,LC,1,0,0,22709675,Erithacus rubecula,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Erithacus,LC,Increasing,FALSE,FALSE,TRUE
Erpornis zantholeuca,0.01771993,270,12,7,LC,1,0,0,22716753,Erpornis zantholeuca,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,VIREONIDAE,Erpornis,LC,Unknown,FALSE,FALSE,TRUE
Eucometis penicillata,0.01223738,11228,0,44,LC,1,0,0,22722343,Eucometis penicillata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Eucometis,LC,Stable,FALSE,FALSE,TRUE
Eudocimus albus,0.001576355,88,0,11,LC,1,0,0,22697411,Eudocimus albus,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,LC,Stable,FALSE,TRUE,TRUE
Eudocimus ruber,0.001593961,104,0,12,LC,1,0,0,22697415,Eudocimus ruber,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,LC,Decreasing,FALSE,TRUE,TRUE
Eudynamys scolopaceus,0,0,24,6,LC,1,0,0,22684049,Eudynamys scolopaceus,ANIMALIA,CHORDATA,AVES,CUCULIFORMES,CUCULIDAE,Eudynamys,LC,Stable,FALSE,FALSE,TRUE
Eudyptes chrysocome,0.004920408,300,0,12,VU,3,1,0,22735250,Eudyptes chrysocome,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,VU,Decreasing,TRUE,FALSE,FALSE
Eudyptes chrysolophus,0.002182641,33,0,6,VU,3,1,0,22697793,Eudyptes chrysolophus,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,VU,Decreasing,TRUE,FALSE,TRUE
Eudyptes moseleyi,0.000398,6,0,7,EN,4,1,1,22734408,Eudyptes moseleyi,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,EN,Decreasing,TRUE,FALSE,FALSE
Eudyptula minor,0.019489052,891,150,20,LC,1,0,0,22697805,Eudyptula minor,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Eudyptula,LC,Stable,TRUE,FALSE,TRUE
Eumyias albicaudatus,0.013008242,2825,0,20,LC,1,0,0,22709449,Eumyias albicaudatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Eumyias,LC,Decreasing,FALSE,FALSE,TRUE
Eunymphicus uvaeensis,0,0,0,6,VU,3,1,0,22728354,Eunymphicus uvaeensis,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Eunymphicus,VU,Increasing,FALSE,FALSE,TRUE
Eupodotis senegalensis,0.004761111,77,12,7,LC,1,0,0,22691996,Eupodotis senegalensis,ANIMALIA,CHORDATA,AVES,OTIDIFORMES,OTIDIDAE,Eupodotis,LC,Decreasing,FALSE,TRUE,TRUE
Eurystomus orientalis,0.001022934,31,32,10,LC,1,0,0,22682920,Eurystomus orientalis,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,CORACIIDAE,Eurystomus,LC,Decreasing,FALSE,FALSE,TRUE
Falco cherrug,0.003938183,120,0,8,EN,4,1,1,22696495,Falco cherrug,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,EN,Decreasing,TRUE,TRUE,TRUE
Falco columbarius,0.023944061,342,0,6,LC,1,0,0,22696453,Falco columbarius,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,LC,Stable,TRUE,FALSE,TRUE
Falco eleonorae,0.00402769,96,0,7,LC,1,0,0,22696442,Falco eleonorae,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,LC,Increasing,FALSE,FALSE,TRUE
Falco naumanni,0.027956209,636,0,7,LC,1,0,0,22696357,Falco naumanni,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,LC,Stable,FALSE,FALSE,TRUE
Falco peregrinus,0.004092469,5487,102,52,LC,1,0,0,45354964,Falco peregrinus,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,LC,Increasing,TRUE,TRUE,TRUE
Falco sparverius,0.007965662,125,12,7,LC,1,0,0,22696395,Falco sparverius,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,LC,Stable,FALSE,TRUE,TRUE
Falco tinnunculus,0.005080726,648,32,17,LC,1,0,0,22696362,Falco tinnunculus,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,LC,Decreasing,FALSE,FALSE,TRUE
Falco vespertinus,0.005191338,48,10,6,NT,2,0,0,22696432,Falco vespertinus,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,VU,Decreasing,FALSE,FALSE,TRUE
Ficedula albicilla,0.000812,460,0,34,LC,1,0,0,22734119,Ficedula albicilla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Ficedula,LC,Stable,FALSE,FALSE,TRUE
Ficedula hyperythra,0.025931119,376,0,6,LC,1,0,0,103769540,Ficedula hyperythra,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Ficedula,LC,Decreasing,FALSE,FALSE,TRUE
