to_IUCN	PopId	RefID	Year	TaxaClass	Family	Genus	Species	G_s	Common	Continent	Country	Location	n	FST	GlobalFST	Min.Distance	Max.Distance	Mean.Distance	N.Population	Ho	He	MNA	AR	Lat	Long	Msats	row_id	taxonid	scientific_name	kingdom	phylum	class	order	family	genus	category	population_trend	marine_system	freshwater_system	terrestrial_system	rlcat	meanGD	num_indiv	IUCN_fact	IUCN_binary
Dendroica caerulescens	8708	R1157	2001	Aves	Parulidae	Dendroica	caerulescens	Dendroica_caerulescens	black-throated blue warblers	NAm	USA	Hubbard Brook	106	NA	NA	Inf	0	NA	1	0.7998	0.8974	22.2	NA	43.942	-71.746	5	5648	22721673	Setophaga caerulescens	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Setophaga	LC	Increasing	FALSE	FALSE	TRUE	LC	0.8995	281	1	0
Dendroica cerulea	8688	R1144	2005	Aves	Parulidae	Dendroica	cerulea	Dendroica_cerulea	Cerulean warbler	NAm	CAN	Beindorf	154	0.0156	Population	2353.421462	12033504.93	1753320.05	14	0.68	0.77	15.6	10.4	35.617	-93.033	5	5604	22721740	Setophaga cerulea	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Setophaga	NT	Decreasing	FALSE	FALSE	TRUE	NT	0.77	154	2	0
Dendroica kirtlandii	8773	R562	2005	Aves	Parulidae	Dendroica	kirtlandii	Dendroica_kirtlandii	Kirtland’s warbler	Carr	BHS	Eleuthera	14	NA	NA	Inf	0	NA	1	0.72	0.735217391	7.7	NA	24.931	-76.19	23	5738	22721722	Setophaga kirtlandii	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Setophaga	NT	Increasing	FALSE	FALSE	TRUE	NT	0.735217391	14	2	0
Dendroica petechia	8710	R1159	2000	Aves	Parulidae	Dendroica	petechia	Dendroica_petechia	yellow warbler	NAm	CAN	Germantown	240	0.016259091	Population	622752.4924	8022792.971	3501841.428	8	0.841	0.859	15.25	NA	46	-65	6	5656	22721657	Setophaga petechia	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Setophaga	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.709340909	452	1	0
Dendropsophus ebraccatus	5200	R534	2009	Amphibia	Hylidae	Dendropsophus	ebraccatus	Dendropsophus_ebraccatus	Hourglass tree frog	CAm	PAN	Chiriqui Grande	32	0.1521	Population	34843.04192	353720.8523	203550.1889	36	NA	0.898	NA	NA	8.946	-82.157	6	1527	55470	Dendropsophus ebraccatus	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Dendropsophus	LC	Stable	FALSE	TRUE	TRUE	LC	0.898	522	1	0
Dermatemys mawii	4854	R481	2013	Reptilia	Dermatemydidae	Dermatemys	mawii	Dermatemys_mawii	Central American river turtle	CAm	BLZ	Hondo River	21	0.1422	Population	58776.19068	757569.3744	282553.4825	15	0.399	0.473	NA	2.9	18.186	-88.752	7	1056	6493	Dermatemys mawii	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	DERMATEMYDIDAE	Dermatemys	CR	Decreasing	FALSE	TRUE	TRUE	CR	0.4624	253	5	1
Dermochelys coriacea	4862	R482	2013	Reptilia	Dermochelyidae	Dermochelys	coriacea	Dermochelys_coriacea	Leatherback turtle	CAm	CRI	Toruguero Beach	NA	0.0906	Population	137323.5877	5723164.816	2467193.185	7	NA	NA	NA	NA	10.449	-83.507	17	1069	6494	Dermochelys coriacea	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	DERMOCHELYIDAE	Dermochelys	VU	Decreasing	TRUE	FALSE	TRUE	VU	0.692	NA	3	1
Desmognathus auriculatus	5601	R601	2015	Amphibia	Plethodontidae	Desmognathus	auriculatus	Desmognathus_auriculatus	Southern Dusky Salamander	NAm	USA	Forrest County	23	NA	NA	356379.3481	968740.9475	662560.1478	3	0.401	0.526	4.273	NA	31.319	-89.297	20	2008	59245	Desmognathus auriculatus	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Desmognathus	LC	Stable	FALSE	TRUE	TRUE	LC	0.6365	40	1	0
Desmognathus fuscus	5603	R604	2014	Amphibia	Plethodontidae	Desmognathus	fuscus	Desmognathus_fuscus	Northern Dusky Salamander	NAm	USA	Bynum 2	20	0.1886	Population	7525.475379	101393.5284	38289.35602	16	0.367	0.415	3.167	2.757	39.517	-76.315	6	2010	59249	Desmognathus fuscus	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Desmognathus	LC	Stable	FALSE	TRUE	TRUE	LC	0.536	437	1	0
Desmognathus ocoee	5599	R602	2005	Amphibia	Plethodontidae	Desmognathus	ocoee	Desmognathus_ocoee	Ocoee Salamander	NAm	USA	Deep Gap	42	NA	NA	3550.881998	3550.881998	3550.881998	2	0.881	0.937	28.667	NA	35.045	-83.555	3	2005	59254	Desmognathus ocoee	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Desmognathus	LC	Stable	FALSE	TRUE	TRUE	LC	0.937	42	1	0
Dicamptodon aterrimus	4871	R486	2009	Amphibia	Dicamptodontidae	Dicamptodon	aterrimus	Dicamptodon_aterrimus	Idaho Giant Salamander	NAm	USA	JGU1	15	0.4196	Population	584.0379628	90948.67726	50513.69678	24	0.407	0.402	NA	2.56	47.237	-115.367	14	1082	59078	Dicamptodon aterrimus	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Dicamptodon	LC	Stable	FALSE	TRUE	TRUE	LC	0.35415	361	1	0
Dicamptodon copei	4894	R485	2009	Amphibia	Dicamptodontidae	Dicamptodon	copei	Dicamptodon_copei	Cope's Giant Salamander	NAm	USA	Washougal River 3	48	0.0489	Population	2201.618272	32111.81174	23004.23885	12	0.766	0.803	15.8	NA	45.702	-122.197	15	1111	59079	Dicamptodon copei	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Dicamptodon	LC	Stable	FALSE	TRUE	TRUE	LC	0.778363636363636	971	1	0
Dicamptodon ensatus	4869	R485	2009	Amphibia	Dicamptodontidae	Dicamptodon	ensatus	Dicamptodon_ensatus	Pacific giant salamander	NAm	USA	Washougal River	157	0.0235	Population	950.4521695	33732.39013	15118.66112	12	0.522	0.616	7.818	NA	45.707	-121.784	15	1080	59080	Dicamptodon ensatus	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Dicamptodon	NT	Unknown	FALSE	TRUE	TRUE	NT	0.616	157	2	0
Dicamptodon tenebrosus	4398	R411	2012	Amphibia	Ambystomatidae	Dicamptodon	tenebrosus	Dicamptodon_tenebrosus	Coastal Giant Salamander 	NAm	CAN	Tamihi South	107	0.0596	Population	7274.06611	372373.6859	199000.8493	34	0.483	0.42	7	NA	49.003	-121.75	9	452	59081	Dicamptodon tenebrosus	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Dicamptodon	LC	Stable	FALSE	TRUE	TRUE	LC	0.383833333333333	1095	1	0
Dicrostonyx groenlandicus	7304	R854	2001	Mammalia	Cricetidae	Dicrostonyx	groenlandicus	Dicrostonyx_groenlandicus	Northern collared lemming	NAm	CAN	Hurd Island	21	0.047	Global	32913.45294	95395.1766	52155.75069	10	NA	0.82	NA	NA	68.13	-107.2	4	3967	42618	Dicrostonyx groenlandicus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Dicrostonyx	LC	Unknown	FALSE	FALSE	TRUE	LC	0.826666666666667	137	1	0
Didelphis virginiana	7531	R893	2016	Mammalia	Didelphidae	Didelphis	virginiana	Didelphis_virginiana	Virginia Opossum	NAm	MEX	Chiapas DP2	48	0.055	Population	6202.437128	60992.71011	42491.8067	10	0.5	0.58	4.08	NA	16.718	-93.106	12	4230	40502	Didelphis virginiana	ANIMALIA	CHORDATA	MAMMALIA	DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	LC	Increasing	FALSE	FALSE	TRUE	LC	0.625	407	1	0
Diglossa cyanea	8788	R1194	2005	Aves	Thraupidae	Diglossa	cyanea	Diglossa_cyanea	masked flowerpiercer Diglossa	SAm	ECU	Various	13	NA	NA	Inf	0	NA	1	0.780909091	0.889090909	12.63636364	NA	-1.51	-78.328	11	5776	22723715	Diglossa cyanea	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THRAUPIDAE	Diglossa	LC	Stable	FALSE	FALSE	TRUE	LC	0.889090909	13	1	0
Diomedea exulans	8995	R1184	2006	Aves	Diomedeidae	Diomedea	exulans	Diomedea_exulans	Wandering albatross	SAm	SGS	Bird Island	584	NA	NA	Inf	0	NA	3	0.3	0.37	6	NA	-54.006	-38.046	7	6089	22698305	Diomedea exulans	ANIMALIA	CHORDATA	AVES	PROCELLARIIFORMES	DIOMEDEIDAE	Diomedea	VU	Decreasing	TRUE	FALSE	TRUE	VU	0.37	584	3	1
Dipodomys ingens	7808	R943	2005	Mammalia	Heteromyidae	Dipodomys	ingens	Dipodomys_ingens	Giant Kangaroo rat	NAm	USA	TH	35	0.09	Population	26351.86669	186211.7197	74801.11409	5	0.591	0.731	3.94	NA	36.63	-120.832	8	4571	6678	Dipodomys ingens	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	HETEROMYIDAE	Dipodomys	EN	Decreasing	FALSE	FALSE	TRUE	EN	0.6415	85	4	1
Drymarchon couperi	4560	R448	2011	Reptilia	Colubridae	Drymarchon	couperi	Drymarchon_couperi	Eastern indigo snake	NAm	USA	Fort Stewart	24	NA	NA	Inf	0	NA	1	0.63	0.703	4.6	NA	31.869	-81.609	22	699	63773	Drymarchon couperi	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	COLUBRIDAE	Drymarchon	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.703	24	1	0
Egretta rufescens	8906	R563	2011	Aves	Ardeidae	Egretta	rufescens	Egretta_rufescens	the reddish egret	NAm	USA	Texas/ Laguna Madre 	143	0.14375	Population	1662764.921	2526530.101	2094647.511	3	0.488333333	0.488333333	3.81	NA	28.113	-97.219	12	5972	22696916	Egretta rufescens	ANIMALIA	CHORDATA	AVES	PELECANIFORMES	ARDEIDAE	Egretta	NT	Decreasing	TRUE	FALSE	TRUE	NT	0.4822916665	236	2	0
Elaenia ruficeps	8875	R1238	2014	Aves	Tyrannidae	Elaenia	ruficeps	Elaenia_ruficeps	Rufous-crowned Elaenia	SAm	BRA	Virua	28.41176471	NA	NA	Inf	0	NA	1	0.556352941	0.667941176	8.823529412	NA	1.94	-60.926	17	5941	22699292	Elaenia ruficeps	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	TYRANNIDAE	Elaenia	LC	Stable	FALSE	FALSE	TRUE	LC	0.667941176	28.41176471	1	0
Eleutherodactylus coqui	5534	R587	2008	Amphibia	Leptodactylidae	Eleutherodactylus	coqui	Eleutherodactylus_coqui	Coqui frog	NAm	USA	Maricao Forest Reserve	12	NA	NA	126775.025	126775.025	126775.025	2	0.722	0.762	NA	NA	18.152	-66.988	13	1921	56522	Eleutherodactylus coqui	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ELEUTHERODACTYLIDAE	Eleutherodactylus	LC	Increasing	FALSE	FALSE	TRUE	LC	0.7405	36	1	0
Empidonax minimus	8707	R1156	2001	Aves	Tyrannidae	Empidonax	minimus	Empidonax_minimus	least flycatchers	NAm	CAN	Queen’s University Biological Station near Kingston	40	NA	NA	Inf	0	NA	1	0.746	0.868333333	12.6	NA	44.568	-76.325	5	5647	22699854	Empidonax minimus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	TYRANNIDAE	Empidonax	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.868333333	40	1	0
Empidonax traillii	8992	R1276	2006	Aves	Tyrannidae	Empidonax	trailliis	Empidonax_trailliis	Southwestern willow flycatcher	NAm	USA	Kern River Valley	140	NA	NA	Inf	0	NA	1	0.649125	0.672125	10.2	NA	35.618	-118.489	8	6086	22699848	Empidonax traillii	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	TYRANNIDAE	Empidonax	LC	Decreasing	FALSE	TRUE	TRUE	LC	0.702375	233	1	0
Emydoidea blandingii	4948	R444	2012	Reptilia	Emydidae	Emydoidea	blandingii	Emydoidea_blandingii	Blanding's turtle	NAm	USA	Grundy	47	0.024	Population	24739.35996	42698.89802	34962.37263	6	0.506	0.522	5.6	4.3	41.388	-88.312	14	1192	7709	Emydoidea blandingii	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	EMYDIDAE	Emydoidea	EN	Decreasing	FALSE	TRUE	TRUE	EN	0.609236842105263	1524	4	1
Engystomops freibergi	5543	R588	2009	Amphibia	Leptodactylidae	Engystomops	freibergi	Engystomops_freibergi	 Peters' dwarf frog	SAm	ECU	Tambopata Research Centre (TRC)	30	0.02	Population	1243.060485	1627129.979	1372053.9	10	NA	0.82	NA	9.2	-13.135	-69.606	9	1930	136155	Engystomops freibergi	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEPTODACTYLIDAE	Engystomops	LC	Unknown	FALSE	TRUE	TRUE	LC	0.825	60	1	0
Engystomops petersi	5535	R588	2009	Amphibia	Leptodactylidae	Engystomops	petersi	Engystomops_petersi	 Peters' dwarf frog	SAm	ECU	Amazon Conservancy for Tropical Studies (ACTS)	30	0.3123	Population	465701.0433	1158824.403	672530.5076	10	NA	0.66	NA	7.2	-3.259	-72.903	9	1922	57270	Engystomops petersi	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	LEPTODACTYLIDAE	Engystomops	LC	Stable	FALSE	TRUE	TRUE	LC	0.63125	209	1	0
Ensatina eschscholtzii	5634	R606	2013	Amphibia	Plethodontidae	Ensatina	eschscholtzii	Ensatina_eschscholtzii	Large-blotched Ensatina	NAm	USA	Sierra de Juarez	1	0.1	Global	110101.7306	293435.3209	164433.8029	14	NA	NA	1.7	NA	31.872	-115.931	10	2041	59260	Ensatina eschscholtzii	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Ensatina	LC	Stable	FALSE	FALSE	TRUE	LC	0.774	60	1	0
Epicrates subflavus	4437	R553	2008	Reptilia	Boidae	Epicrates	subflavus	Epicrates_subflavus	Jamaican boa	Carr	JAM	Group 3	34	0.102	Population	117682.3877	2618767.939	2029769.699	10	0.53	0.63	4.33	3.99	17.886	-76.492	9	507	7826	Chilabothrus subflavus	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	BOIDAE	Chilabothrus	VU	Decreasing	FALSE	FALSE	TRUE	VU	0.596666666666667	87	3	1
Eretmochelys imbricata	4523	R440	2015	Reptilia	Cheloniidae	Eretmochelys	imbricata	Eretmochelys_imbricata	Hawksbill turtle	NAm	MEX	Las Coloradas	108	0.0532	Population	33852.05922	526318.068	259479.0594	6	0.638	0.59	5.167	NA	21.609	-87.99	12	635	8005	Eretmochelys imbricata	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	CHELONIIDAE	Eretmochelys	CR	Decreasing	TRUE	FALSE	TRUE	CR	0.554	1282	5	1
Eudocimus ruber	8791	R1197	2006	Aves	Threskiornithidae	Eudocimus	ruber	Eudocimus_ruber	scarlet ibis	SAm	BRA	Cajual Island	15	NA	NA	1131370.322	2398118.431	1764744.377	3	0.23667	0.50222	6	NA	-2.429	-44.51	10	5780	22697415	Eudocimus ruber	ANIMALIA	CHORDATA	AVES	PELECANIFORMES	THRESKIORNITHIDAE	Eudocimus	LC	Decreasing	FALSE	TRUE	TRUE	LC	0.450926666666667	45	1	0
Eudyptes chrysolophus	8732	R1168	2009	Aves	Spheniscidae	Eudyptes	chrysolophus	Eudyptes_chrysolophus	macaroni penguins	NAm	USA	Macaroni Csm, Bird Island	28	NA	NA	Inf	0	NA	1	0.6532	0.755416667	10.73076923	NA	17.35	-88.3	25	5697	22697793	Eudyptes chrysolophus	ANIMALIA	CHORDATA	AVES	SPHENISCIFORMES	SPHENISCIDAE	Eudyptes	VU	Decreasing	TRUE	FALSE	TRUE	VU	0.755416667	28	3	1
Eulidia yarrellii	8904	R1250	2011	Aves	Trochilidae	Eulidia	yarrellii	Eulidia_yarrellii	Chilean Woodstar	SAm	CHL	Azapa Valley	45	NA	NA	Inf	0	NA	2	0.181111111	0.184444444	2.333333333	NA	-18.472	-70.235	10	5970	22688244	Eulidia yarrellii	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	TROCHILIDAE	Eulidia	CR	Decreasing	FALSE	FALSE	TRUE	CR	0.184444444	45	5	1
Euparkerella brasiliensis	4735	R467	2013	Amphibia	Craugastoridae	Euparkerella	brasiliensis	Euparkerella_brasiliensis	Brazilian Guanabara frog	SAm	BRA	Reserva Ecologica de Guapiacu, Rio de Janeiro State 	21	NA	NA	Inf	0	NA	1	0.554	0.664	7.364	NA	-22.404	-42.738	11	910	57071	Euparkerella brasiliensis	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	CRAUGASTORIDAE	Euparkerella	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.664	21	1	0
Eurycea cirrigera	5638	R607	2005	Amphibia	Plethodontidae	Eurycea	cirrigera	Eurycea_cirrigera	Southern two-lined salamander	NAm	USA	KRSP102-2	NA	0.27	RangeMean	334.8904047	1020298.529	191429.3584	7	0.35	0.282	2.143	NA	41.228	-88.052	7	2045	59264	Eurycea cirrigera	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Eurycea	LC	Stable	FALSE	TRUE	TRUE	LC	0.37	NA	1	0
Eurycea quadridigitata	5644	R608	2011	Amphibia	Plethodontidae	Eurycea	quadridigitata	Eurycea_quadridigitata	Dwarf salamander	NAm	USA	Joseph W Jones Ecological Centre	30	NA	NA	Inf	0	NA	1	0.629	0.653	5.417	NA	31.22	-84.479	12	2051	59274	Eurycea quadridigitata	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Eurycea	LC	Stable	FALSE	TRUE	TRUE	LC	0.653	30	1	0
Falcipennis canadensis	8619	R1113	2010	Aves	Phasianidae	Falcipennis	canadensis	Falcipennis_canadensis	Spruce Grouse	NAm	USA	British Columbia West 1- canadensis	18	0.262875	Population	47381.07753	1156447.047	454118.1523	9	0.5365	0.6575	4.4165	4.3125	57.872	-130.427	6	5464	61204079	Falcipennis canadensis	ANIMALIA	CHORDATA	AVES	GALLIFORMES	PHASIANIDAE	Falcipennis	LC	Stable	FALSE	FALSE	TRUE	LC	0.494625	63.4	1	0
Falco peregrinus	8823	R1211	2007	Aves	Falconidae	Falco	peregrinus	Falco_peregrinus	Canadian peregrine falcons	NAm	CAN	Various (Canadina range) sub spp pealei: Yukon	24	0.0652	Population	1546245.575	4903022.266	3170896.244	9	0.51	NA	4	3.79	64.984	-140.723	11	5843	45354964	Falco peregrinus	ANIMALIA	CHORDATA	AVES	FALCONIFORMES	FALCONIDAE	Falco	LC	Increasing	TRUE	TRUE	TRUE	LC	0.732545455	529	1	0
Falco sparverius	8587	R1098	2012	Aves	Falconidae	sparverius	sparverius	Falco_sparverius	American Kestrel	NAm	USA	Richland	10	0.063916667	Population	132645.7366	3669524.561	1034564.57	7	0.46	0.434	3	2.93	34.041	-80.943	5	5425	22696395	Falco sparverius	ANIMALIA	CHORDATA	AVES	FALCONIFORMES	FALCONIDAE	Falco	LC	Stable	FALSE	TRUE	TRUE	LC	0.4775	211	1	0
Falco tinnunculus	8859	R907	2015	Aves	Falconidae	Falco	tinnunculus	Falco_tinnunculus	American Kestrel	NAm	USA	Boise	77	NA	NA	2386278.139	3251254.121	2512978.881	41	0.747	0.844	NA	7.5	43.777	-116.038	6	5913	22696362	Falco tinnunculus	ANIMALIA	CHORDATA	AVES	FALCONIFORMES	FALCONIDAE	Falco	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.844	77	1	0
Formicivora littoralis	8869	R1234	2015	Aves	Thamnophilidae	Formicivora	littoralis	Formicivora_littoralis	Restinga antwren	SAm	BRA	Paria do Vargas	10	NA	NA	Inf	0	NA	1	0.587142857	0.782857143	13	NA	-22.934	-42.327	7	5935	103657373	Formicivora serrana	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THAMNOPHILIDAE	Formicivora	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.782857143	10	1	0
Formicivora paludicola	8537	R1081	2015	Aves	Thamnophilidae	Formicivora	paludicola	Formicivora_paludicola	São Paulo Marsh Antwren	SAm	BRA	Salesopolis	17	0.1085	Population	34507.76976	1270785.615	446636.1851	4	0.66	0.66	4.76	4.55	-23.53	-45.847	17	5362	103657434	Formicivora paludicola	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THAMNOPHILIDAE	Formicivora	CR	Unknown	FALSE	TRUE	TRUE	CR	0.69	57	5	1
Fregata minor	8965	R1265	2008	Aves	Fregatidae	Fregata	minor	Fregata_minor	Great frigatebirds	NAm	USA	Hawaii	23	NA	NA	Inf	0	NA	1	0.637	0.674	5.9	NA	20.804	-157.066	18	6042	22697733	Fregata minor	ANIMALIA	CHORDATA	AVES	SULIFORMES	FREGATIDAE	Fregata	LC	Decreasing	TRUE	FALSE	TRUE	LC	0.674	23	1	0
Geococcyx californianus	8887	R1245	2013	Aves	Cuculidae	Geococcyx	californianus	Geococcyx_californianus	Greater roadrunner	NAm	USA	Texas	25	NA	NA	Inf	0	NA	1	0.717777778	0.761111111	8.8	NA	32.098	-103.6	10	5953	22684458	Geococcyx californianus	ANIMALIA	CHORDATA	AVES	CUCULIFORMES	CUCULIDAE	Geococcyx	LC	Stable	FALSE	FALSE	TRUE	LC	0.761111111	25	1	0
Geomys breviceps	7804	R942	2014	Mammalia	Geomyidae	Geomys	breviceps	Geomys_breviceps	Baird's pocket gopher	NAm	USA	Highway6	10	0.153	Population	24234.85701	84477.4467	62651.7072	4	0.607	0.581	3.86	3.86	30.215	-96.037	14	4567	136840	Geomys breviceps	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	GEOMYIDAE	Geomys	LC	Stable	FALSE	FALSE	TRUE	LC	0.641666666666667	30	1	0
Geospiza fortis	8765	R1181	2007	Aves	Thraupidae	Geospiza	fortis	Geospiza_fortis	medium ground finc	SAm	ECU	El Garrapatero	256	0.017	Population	Inf	0	NA	1	0.7706	0.7902	15.6	NA	-0.695	-90.221	10	5730	22723734	Geospiza fortis	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THRAUPIDAE	Geospiza	LC	Stable	FALSE	FALSE	TRUE	LC	0.7501	1216	1	0
Geospiza fuliginosa	9059	R1301	2012	Aves	Thraupidae	Geospiza	fuliginosa	Geospiza_fuliginosa	Darwin's small ground finch	SAm	ECU	Santa Cruz	516	0.003167488	Population	Inf	0	NA	1	0.77	0.75	NA	5.51	-0.797	-99.292	12	6165	22723739	Geospiza fuliginosa	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THRAUPIDAE	Geospiza	LC	Stable	FALSE	FALSE	TRUE	LC	0.75	516	1	0
Geospiza magnirostris	8706	R1155	2001	Aves	Thraupidae	Geospiza	magnirostris	Geospiza_magnirostris	large ground finch	SAm	ECU	Daphne Major Island	239	NA	NA	Inf	0	NA	1	0.59375	0.663529412	NA	NA	-0.423	-90.371	16	5646	22723729	Geospiza magnirostris	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THRAUPIDAE	Geospiza	LC	Stable	FALSE	FALSE	TRUE	LC	0.663529412	239	1	0
Geospiza scandens	8761	R1178	2004	Aves	Thraupidae	Geospiza	scandens	Geospiza_scandens	common cactus finch	SAm	ECU	Daphne Major Island	349	NA	NA	Inf	0	NA	2	NA	0.71	12.4375	NA	-0.423	-90.371	16	5726	22723752	Geospiza scandens	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THRAUPIDAE	Geospiza	LC	Stable	FALSE	FALSE	TRUE	LC	0.71	349	1	0
Geothlypis beldingi	8601	R1106	2010	Aves	Parulidae	Geothlypis	beldingi	Geothlypis_beldingi	Belding’s yellowthroat	NAm	MEX	Baja California Peninsula	20	NA	NA	Inf	0	NA	2	0.433	0.542	4.4	NA	28	-113.5	11	5439	22721839	Geothlypis beldingi	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Geothlypis	VU	Decreasing	FALSE	TRUE	TRUE	VU	0.542	20	3	1
Glaucomys sabrinus	8210	R1014	2002	Mammalia	Sciuridae	Glaucomys	sabrinus	Glaucomys_sabrinus	Northern flying squirrel	NAm	USA	Heceta I.	23	0.1803	Population	23078.13191	1270270.895	210491.0158	9	0.326	0.41	3.5	NA	55.781	-133.625	6	4979	39553	Glaucomys sabrinus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Glaucomys	LC	Stable	FALSE	FALSE	TRUE	LC	0.503	536	1	0
Glaucomys volans	8225	R1017	2007	Mammalia	Sciuridae	Glaucomys	volans	Glaucomys_volans	Southern flying squirrel	NAm	USA	Mount Rogers	16	NA	NA	89.29967953	3445704.36	1080595.012	8	0.57	0.64	4.75	NA	36.66	-81.544	4	4997	9240	Glaucomys volans	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Glaucomys	LC	Stable	FALSE	FALSE	TRUE	LC	0.6875	87	1	0
Glyphorynchus spirurus	8512	R1071	2017	Aves	Dendrocolaptidae	Glyphorynchus	spirurus	Glyphorynchus_spirurus	Wedge-billed woodcreeper	SAm	BRA	Ducke Forest reserve	40	NA	NA	Inf	0	NA	1	0.71875	0.762625	12.5	NA	-2.967	-59.938	8	5312	22703043	Glyphorynchus spirurus	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FURNARIIDAE	Glyphorynchus	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.762625	40	1	0
Glyptemys insculpta	5012	R502	2005	Reptilia	Emydidae	Glyptemys	insculpta	Glyptemys_insculpta	Wood turtle	NAm	CAN	Tomifobia	6	0.0278	Population	24499.09278	405987.7075	164576.1457	6	0.767	0.894	1.2	NA	45.422	-71.104	5	1256	4965	Glyptemys insculpta	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	EMYDIDAE	Glyptemys	EN	Decreasing	FALSE	TRUE	TRUE	EN	0.802333333333333	464	4	1
Glyptemys muhlenbergii	4996	R500 & R3	2013	Reptilia	Emydidae	Glyptemys	muhlenbergii	Glyptemys_muhlenbergii	Bog turtle	NAm	USA	DSM	25	0.0645	Population	Inf	0	NA	11	0.5	0.51	4.4	NA	42.687	-73.298	15	1240	4967	Glyptemys muhlenbergii	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	EMYDIDAE	Glyptemys	CR	Unknown	FALSE	TRUE	TRUE	CR	0.547176470588235	351	5	1
Gopherus agassizii	6362	R693	2011	Reptilia	Testudinidae	Gopherus	agassizii	Gopherus_agassizii	Desert tortoise	NAm	USA	National Training Centre East	572	0.0046	Population	29333.60305	29333.60305	29333.60305	2	NA	0.735	13.8	13.2	35.119	-116.575	16	2940	97246272	Gopherus agassizii	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	TESTUDINIDAE	Gopherus	CR	Decreasing	FALSE	FALSE	TRUE	CR	0.592285714285714	1414	5	1
Gopherus berlandieri	6309	R690	2010	Reptilia	Testudinidae	Gopherus	berlandieri	Gopherus_berlandieri	Texas tortoise	NAm	USA	South	39	0.083	Population	314165.0628	314165.0628	314165.0628	2	0.53	0.57	5.63	5.21	26.73	-97.93	8	2887	9401	Gopherus berlandieri	ANIMALIA	CHORDATA	REPTILIA	TESTUDINES	TESTUDINIDAE	Gopherus	LR/lc	NA	FALSE	FALSE	TRUE	LC	0.545	135	1	0
